field_id,availability,stability,private,value_type,base_type,item_type,instanced,arrayed,sexed,units,main_category,encoding_id,instance_id,instance_min,instance_max,array_min,array_max,debut,version,num_participants,item_count
20719,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20720,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20721,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20722,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20723,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20724,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20725,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20726,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20727,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20728,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20729,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20730,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20731,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20732,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20733,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20734,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20735,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20736,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20737,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20738,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20739,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20740,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20741,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20742,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20743,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20744,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20745,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20746,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20747,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20748,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20749,0,2,0,21,11,0,0,0,0,,1039,96,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20750,0,2,0,61,0,0,0,0,0,,1039,0,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
20751,0,2,0,11,0,0,0,0,0,minutes,1039,0,0,0,0,0,0,2020-01-08,2020-01-17,182212,182212
21000,0,0,0,21,11,0,1,0,0,,100065,1001,2,0,2,0,0,2012-01-10,2016-11-03,501600,533598
21001,0,0,0,31,0,0,1,0,0,Kg/m2,100010,0,2,0,3,0,0,2012-01-11,2020-10-20,499494,570249
21002,0,0,0,31,0,0,1,0,0,Kg,100010,0,2,0,3,0,0,2012-01-11,2020-03-20,499809,570626
21003,0,0,0,11,0,0,1,0,0,years,100024,0,2,0,3,0,0,2012-01-10,2020-03-20,502492,575046
21004,0,2,0,11,0,0,1,0,0,correct-answers,503,0,2,2,3,0,0,2017-11-22,2020-03-20,33229,35781
21011,0,0,0,41,0,20,1,1,0,,100016,0,2,0,1,0,1,2012-01-05,2013-08-20,84791,87593
21012,0,0,0,41,0,20,1,1,0,,100016,0,2,0,1,0,1,2012-01-05,2013-08-20,83446,86063
21013,0,0,0,41,0,20,1,1,0,,100016,0,2,0,1,0,1,2012-01-05,2013-08-20,85262,88283
21014,0,0,0,41,0,20,1,1,0,,100016,0,2,0,1,0,1,2012-01-05,2013-08-20,83925,86748
21015,0,0,0,41,0,20,1,1,0,,100016,0,2,0,1,0,1,2012-08-28,2017-11-09,84758,87560
21016,0,0,0,41,0,20,1,1,0,,100016,0,2,0,1,0,1,2012-08-28,2017-11-09,85237,88257
21017,0,0,0,41,0,20,1,1,0,,100016,0,2,0,1,0,1,2018-11-08,2018-11-12,84791,87593
21018,0,0,0,41,0,20,1,1,0,,100016,0,2,0,1,0,1,2018-11-08,2018-11-12,85260,88280
21021,0,0,0,31,0,0,1,0,0,,100007,0,2,0,3,0,0,2012-01-10,2020-03-20,206823,233887
21022,0,0,0,11,0,0,0,0,0,years,100094,0,0,0,0,0,0,2014-07-15,2014-07-15,502492,502492
21023,0,2,0,61,0,0,0,0,0,,153,0,0,0,0,0,0,2018-07-12,2018-08-10,174760,174760
21024,0,2,0,21,11,0,0,0,0,,153,502,0,0,0,0,0,2018-07-12,2018-08-10,174760,174760
21025,0,2,0,21,11,0,0,0,0,,153,871,0,0,0,0,0,2018-07-12,2018-08-10,174760,174760
21026,0,2,0,21,11,0,0,0,2,,153,1022,0,0,0,0,0,2018-07-12,2018-08-10,61020,61020
21027,0,2,0,21,11,0,0,0,0,,153,503,0,0,0,0,0,2018-07-12,2018-08-10,93893,93893
21028,0,2,0,21,11,0,0,0,0,,153,950,0,0,0,0,0,2018-07-12,2018-08-10,93893,93893
21029,0,2,0,21,11,0,0,0,0,,153,950,0,0,0,0,0,2018-07-12,2018-08-10,93893,93893
21030,0,2,0,21,11,0,0,0,0,,153,950,0,0,0,0,0,2018-07-12,2018-08-10,93893,93893
21031,0,2,0,21,11,0,0,0,0,,153,950,0,0,0,0,0,2018-07-12,2018-08-10,93893,93893
21032,0,2,0,21,11,0,0,0,0,,153,950,0,0,0,0,0,2018-07-12,2018-08-10,93893,93893
21033,0,2,0,21,11,0,0,0,0,,153,950,0,0,0,0,0,2018-07-12,2018-08-10,174760,174760
21034,0,2,0,21,11,0,0,0,0,,153,950,0,0,0,0,0,2018-07-12,2018-08-10,174760,174760
21035,0,2,0,21,11,0,0,0,0,,153,503,0,0,0,0,0,2018-07-12,2018-08-10,174760,174760
21036,0,2,0,21,11,0,0,0,0,,153,408,0,0,0,0,0,2018-07-12,2018-08-10,50617,50617
21037,0,2,0,21,11,0,0,0,0,,153,913,0,0,0,0,0,2018-07-13,2018-09-10,50617,50617
21038,0,2,0,21,11,0,0,0,0,,153,503,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21039,0,2,0,21,11,0,0,0,0,,153,620,0,0,0,0,0,2018-07-13,2018-09-10,40664,40664
21040,0,2,0,21,11,0,0,0,0,,153,616,0,0,0,0,0,2018-07-13,2018-09-10,174760,174760
21041,0,2,0,21,11,0,0,0,0,,153,548,0,0,0,0,0,2018-07-13,2018-09-10,174760,174760
21042,0,2,0,11,0,0,0,0,0,times/day,153,584,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21043,0,2,0,11,0,0,0,0,0,times/week,153,584,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21044,0,2,0,11,0,0,0,0,0,times/day,153,584,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21045,0,2,0,11,0,0,0,0,0,weeks,153,957,0,0,0,0,0,2018-07-13,2018-09-10,21362,21362
21046,0,2,0,51,0,0,0,0,0,,153,586,0,0,0,0,0,2018-07-13,2018-08-10,150,150
21047,0,2,0,11,0,0,0,0,0,weeks,153,42,0,0,0,0,0,2018-07-13,2018-08-10,8370,8370
21048,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21049,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21050,0,2,0,21,11,0,0,0,2,,153,1018,0,0,0,0,0,2018-07-13,2018-08-10,99282,99282
21051,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21052,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21053,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21054,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21055,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21056,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21057,0,2,0,21,11,0,0,0,0,,153,1018,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21058,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21059,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21060,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21061,0,2,0,21,11,0,0,0,0,,153,339,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21062,0,2,0,21,11,0,0,0,0,,153,503,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21063,0,2,0,21,11,0,0,0,0,,153,503,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21064,0,2,0,21,11,0,0,0,0,,153,502,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21065,0,2,0,21,11,0,0,0,0,,153,502,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21066,0,2,0,21,11,0,0,0,0,,153,502,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21067,0,2,0,21,11,0,0,0,0,,153,502,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21068,0,2,0,21,11,0,0,0,0,,153,502,0,0,0,0,0,2018-07-13,2018-08-10,174760,174760
21069,0,2,0,21,11,0,0,0,0,,153,1862,0,0,0,0,0,2018-07-13,2018-08-10,3262,3262
21070,0,2,0,21,11,0,0,0,0,,153,2730,0,0,0,0,0,2018-07-13,2018-08-10,21362,21362
21071,0,2,0,21,11,0,0,0,0,,153,503,0,0,0,0,0,2018-07-13,2018-08-10,21362,21362
21072,0,2,0,21,11,0,0,0,0,,153,7310,0,0,0,0,0,2018-07-13,2018-08-10,2118,2118
21073,0,2,0,21,11,0,0,0,0,,153,503,0,0,0,0,0,2018-07-13,2018-08-10,21362,21362
21074,0,2,0,21,11,0,0,0,0,,153,503,0,0,0,0,0,2018-07-13,2018-08-10,21362,21362
21075,0,2,0,21,11,0,0,0,0,,153,1021,0,0,0,0,0,2018-07-13,2018-08-10,10744,10744
21076,0,2,0,21,11,0,0,0,0,,153,503,0,0,0,0,0,2018-07-13,2018-08-10,21362,21362
21611,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16946,16946
21621,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16942,16942
21622,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16858,16858
21623,0,2,0,11,0,0,1,0,0,seconds,152,0,2,0,0,0,0,2019-04-10,2000-01-01,-1,-1
21625,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16274,16274
21631,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,14013,14013
21632,0,2,0,11,0,0,1,0,0,seconds,152,0,2,0,0,0,0,2019-04-10,2000-01-01,-1,-1
21633,0,2,0,11,0,0,1,0,0,seconds,152,0,2,0,0,0,0,2019-04-10,2000-01-01,-1,-1
21634,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16254,16254
21636,0,2,0,11,0,0,1,0,0,seconds,152,0,2,0,0,0,0,2019-04-10,2000-01-01,-1,-1
21638,0,2,0,11,0,0,1,0,0,seconds,152,0,2,0,0,0,0,2019-04-10,2000-01-01,-1,-1
21641,0,2,0,11,0,0,1,0,0,seconds,152,0,2,0,0,0,0,2019-04-10,2000-01-01,-1,-1
21642,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16456,16456
21651,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16937,16937
21661,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16941,16941
21662,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16730,16730
21663,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16739,16739
21664,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16864,16864
21665,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16896,16896
21666,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,16881,16881
21671,0,2,0,11,0,0,1,0,0,seconds,152,0,2,2,3,0,0,2019-04-10,2020-03-19,9993,9993
21711,0,2,0,21,11,0,1,0,0,,127,123,2,0,3,0,0,2018-01-10,2020-03-20,502391,574937
21721,0,2,0,21,11,0,1,0,0,,127,123,2,0,3,0,0,2018-01-10,2020-03-20,502492,554699
21722,0,2,0,21,11,0,1,0,0,,127,123,2,0,3,0,0,2018-01-10,2020-03-20,501561,573720
21723,0,2,0,21,11,0,1,0,0,,127,123,2,0,0,0,0,2018-01-10,2018-01-11,3714,3714
21725,0,2,0,21,11,0,1,0,0,,127,123,2,2,3,0,0,2018-01-10,2020-03-20,34762,37392
21731,0,2,0,21,11,0,1,0,0,,127,123,2,0,3,0,0,2018-01-10,2020-03-20,501644,568193
21732,0,2,0,21,11,0,1,0,0,,127,123,2,0,0,0,0,2018-01-10,2018-01-11,3736,3736
21733,0,2,0,21,11,0,1,0,0,,127,123,2,0,0,0,0,2018-01-10,2018-01-11,3746,3746
21734,0,2,0,21,11,0,1,0,0,,127,123,2,0,3,0,0,2018-01-10,2020-03-20,497966,568072
21736,0,2,0,21,11,0,1,0,0,,127,123,2,0,1,0,0,2018-01-10,2018-01-12,133926,138194
21738,0,2,0,21,11,0,1,0,0,,127,123,2,0,1,0,0,2018-01-10,2018-01-12,96549,99520
21741,0,2,0,21,11,0,1,0,0,,127,123,2,0,0,0,0,2018-01-10,2018-01-11,3711,3711
21742,0,2,0,21,11,0,1,0,0,,127,123,2,0,3,0,0,2018-01-10,2020-03-20,501316,573046
21751,0,2,0,21,11,0,1,0,0,,127,123,2,0,3,0,0,2018-01-10,2020-03-20,501826,574305
21761,0,2,0,21,11,0,1,0,0,,127,123,2,2,3,0,0,2018-01-10,2020-03-20,48989,52197
21762,0,2,0,21,11,0,1,0,0,,127,123,2,2,3,0,0,2018-01-10,2020-03-20,48161,51364
21763,0,2,0,21,11,0,1,0,0,,127,123,2,2,3,0,0,2018-01-10,2020-03-20,48212,51412
21764,0,2,0,21,11,0,1,0,0,,127,123,2,2,3,0,0,2018-01-10,2020-03-20,48798,51999
21765,0,2,0,21,11,0,1,0,0,,127,123,2,2,3,0,0,2018-01-10,2020-03-20,48786,51967
21766,0,2,0,21,11,0,1,0,0,,127,123,2,2,3,0,0,2018-01-10,2020-03-20,48667,51725
21771,0,2,0,21,11,0,1,0,0,,127,123,2,2,3,0,0,2018-01-10,2020-03-20,22302,23857
21811,0,2,0,61,0,0,1,0,0,,129,0,2,0,3,0,0,2018-01-10,2020-03-19,502391,574937
21821,0,2,0,61,0,0,1,0,0,,129,0,2,0,3,0,0,2018-01-10,2020-03-19,502492,554699
21822,0,2,0,61,0,0,1,0,0,,129,0,2,0,3,0,0,2018-01-10,2020-03-19,501561,573720
21823,0,2,0,61,0,0,1,0,0,,129,0,2,0,0,0,0,2018-01-10,2018-01-11,3714,3714
21825,0,2,0,61,0,0,1,0,0,,129,0,2,2,3,0,0,2018-01-10,2020-03-19,34762,37392
21831,0,2,0,61,0,0,1,0,0,,129,0,2,0,3,0,0,2018-01-10,2020-03-19,501644,568193
21832,0,2,0,61,0,0,1,0,0,,129,0,2,0,0,0,0,2018-01-10,2018-01-11,3736,3736
21833,0,2,0,61,0,0,1,0,0,,129,0,2,0,0,0,0,2018-01-10,2018-01-11,3746,3746
21834,0,2,0,61,0,0,1,0,0,,129,0,2,0,3,0,0,2018-01-10,2020-03-19,497966,568072
21836,0,2,0,61,0,0,1,0,0,,129,0,2,0,1,0,0,2018-01-10,2018-01-11,133926,138194
21838,0,2,0,61,0,0,1,0,0,,129,0,2,0,1,0,0,2018-01-10,2018-01-11,96549,99520
21841,0,2,0,61,0,0,1,0,0,,129,0,2,0,0,0,0,2018-01-10,2018-01-11,3711,3711
21842,0,2,0,61,0,0,1,0,0,,129,0,2,0,3,0,0,2018-01-10,2020-03-19,501316,573046
21851,0,2,0,61,0,0,1,0,0,,129,0,2,0,3,0,0,2018-01-10,2020-03-19,501826,574305
21861,0,2,0,61,0,0,1,0,0,,129,0,2,2,3,0,0,2018-01-10,2020-03-19,48989,52197
21862,0,2,0,61,0,0,1,0,0,,129,0,2,2,3,0,0,2018-01-10,2020-03-19,48161,51364
21863,0,2,0,61,0,0,1,0,0,,129,0,2,2,3,0,0,2018-01-10,2020-03-19,48212,51412
21864,0,2,0,61,0,0,1,0,0,,129,0,2,2,3,0,0,2018-01-10,2020-03-19,48798,51999
21865,0,2,0,61,0,0,1,0,0,,129,0,2,2,3,0,0,2018-01-10,2020-03-19,48786,51967
21866,0,2,0,61,0,0,1,0,0,,129,0,2,2,3,0,0,2018-01-10,2020-03-19,48667,51725
21871,0,2,0,61,0,0,1,0,0,,129,0,2,2,3,0,0,2018-01-10,2020-03-19,22302,23857
22000,0,2,0,21,11,0,0,0,0,,100313,22000,0,0,0,0,0,2014-07-28,2017-04-26,488251,488251
22001,0,0,0,21,11,0,0,0,0,,100313,9,0,0,0,0,0,2014-08-26,2017-05-23,488251,488251
22002,0,2,0,41,0,20,0,0,0,,100313,0,0,0,0,0,0,2014-09-17,2017-06-30,488251,488251
22003,0,2,0,31,0,0,0,0,0,Fraction,100313,0,0,0,0,0,0,2015-01-29,2017-05-23,488251,488251
22004,0,3,0,31,0,0,0,0,0,Fraction,100313,0,0,0,0,0,0,2015-01-29,2017-05-23,488251,488251
22005,0,2,0,31,0,0,0,0,0,Fraction,100313,0,0,0,0,0,0,2015-01-29,2017-05-23,488251,488251
22006,0,2,0,21,11,0,0,0,0,,100313,1002,0,0,0,0,0,2015-01-30,2017-05-23,409605,409605
22007,0,2,0,41,0,0,0,0,0,,100313,0,0,0,0,0,0,2015-02-02,2017-04-26,488251,488251
22008,0,2,0,41,0,0,0,0,0,,100313,0,0,0,0,0,0,2015-02-02,2017-04-26,488251,488251
22009,0,2,0,31,0,0,0,1,0,Units,100313,0,0,0,0,1,40,2015-02-04,2017-07-14,488251,19530040
22010,0,2,0,21,11,0,0,0,0,,199001,1101,0,0,0,0,0,2015-02-11,2015-02-16,480,480
22011,0,2,0,11,0,0,0,1,0,,199001,0,0,0,0,0,4,2015-03-23,2015-03-23,17302,19377
22012,0,2,0,31,0,0,0,1,0,,199001,0,0,0,0,0,4,2015-03-23,2015-03-23,17302,19377
22013,0,2,0,31,0,0,0,1,0,,199001,0,0,0,0,0,4,2015-03-23,2015-03-23,17302,19377
22014,1,2,0,31,0,0,0,0,0,Units,100317,0,0,0,0,0,0,2015-05-01,2015-05-26,152677,152677
22015,1,2,0,31,0,0,0,0,0,units,100317,0,0,0,0,0,0,2015-05-01,2015-05-26,152677,152677
22016,0,2,0,51,0,0,0,0,0,,123,0,0,0,0,0,0,2015-07-30,2000-01-01,-1,-1
22017,1,0,0,51,0,0,0,0,0,,116,0,0,0,0,0,0,2015-07-30,2020-01-30,339849,339849
22018,0,2,0,21,11,0,0,0,0,,199001,947,0,0,0,0,0,2016-02-09,2016-02-09,1532,1532
22019,0,0,0,21,11,0,0,0,0,,100313,1,0,0,0,0,0,2017-05-23,2017-05-23,651,651
22020,0,0,0,21,11,0,0,0,0,,100313,1,0,0,0,0,0,2017-05-23,2017-05-23,407115,407115
22021,0,0,0,21,11,0,0,0,0,,100313,682,0,0,0,0,0,2017-05-23,2017-05-23,488251,488251
22022,0,0,0,31,0,0,0,0,0,,100313,0,0,0,0,0,0,2017-05-23,2017-05-23,488251,488251
22023,0,0,0,31,0,0,0,0,0,,100313,0,0,0,0,0,0,2017-05-23,2017-05-23,488251,488251
22024,0,0,0,31,0,0,0,0,0,ng/micro-l,100313,0,0,0,0,0,0,2017-05-23,2017-05-23,488251,488251
22025,0,0,0,31,0,0,0,0,0,,100313,0,0,0,0,0,0,2017-05-23,2017-05-23,488251,488251
22026,0,0,0,31,0,0,0,0,0,,100313,0,0,0,0,0,0,2017-05-23,2017-05-23,488251,488251
22027,0,0,0,21,11,0,0,0,0,,100313,1,0,0,0,0,0,2017-05-25,2017-05-25,968,968
22028,0,0,0,21,11,0,0,0,0,,100313,100264,0,0,0,0,0,2017-07-24,2017-07-24,488251,488251
22029,0,0,0,21,11,0,0,0,0,,100313,100264,0,0,0,0,0,2017-07-24,2017-07-24,488251,488251
22030,0,0,0,21,11,0,0,0,0,,100313,100264,0,0,0,0,0,2017-07-24,2017-07-24,488251,488251
22032,0,0,0,21,11,0,1,0,0,,54,100700,2,0,0,0,0,2018-01-25,2018-05-04,402371,402371
22033,0,0,0,11,0,0,1,0,0,days,54,0,2,0,0,0,0,2018-01-25,2018-05-04,414028,414028
22034,0,0,0,11,0,0,1,0,0,minutes,54,0,2,0,0,0,0,2018-01-25,2018-05-04,402371,402371
22035,0,0,0,21,11,0,1,0,0,,54,7,2,0,0,0,0,2018-01-25,2018-05-04,402371,402371
22036,0,0,0,21,11,0,1,0,0,,54,7,2,0,0,0,0,2018-01-25,2018-05-04,402259,402259
22037,0,0,0,31,0,0,1,0,0,minutes/week,54,0,2,0,0,0,0,2018-01-25,2018-05-04,402371,402371
22038,0,0,0,31,0,0,1,0,0,minutes/week,54,0,2,0,0,0,0,2018-01-25,2018-05-04,402371,402371
22039,0,0,0,31,0,0,1,0,0,minutes/week,54,0,2,0,0,0,0,2018-01-25,2018-05-04,402371,402371
22040,0,0,0,31,0,0,1,0,0,minutes/week,54,0,2,0,0,0,0,2018-01-25,2018-05-04,402371,402371
22050,1,0,0,21,11,0,0,0,0,,199001,100,0,0,0,0,0,2015-03-30,2015-03-31,49991,49991
22051,0,0,0,21,11,0,0,0,0,,199001,100,0,0,0,0,0,2015-03-30,2015-03-31,49991,49991
22052,0,0,0,21,11,0,0,0,0,,199001,101,0,0,0,0,0,2015-03-30,2015-03-31,49991,49991
22100,0,0,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2017-04-18,2017-07-21,488251,488251
22101,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22102,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22103,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22104,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22105,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22106,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22107,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22108,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22109,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22110,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22111,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22112,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22113,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22114,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22115,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22116,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22117,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22118,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22119,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22120,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22121,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22122,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22123,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22124,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22125,0,2,0,41,0,20,0,0,0,,100315,0,0,0,0,0,0,2014-08-26,2017-07-21,488251,488251
22126,0,2,0,21,11,0,0,0,0,,132,7,0,0,0,0,0,2015-07-10,2017-07-27,121271,121271
22127,0,2,0,21,11,0,0,0,0,,132,7,0,0,0,0,0,2015-07-10,2017-07-27,121271,121271
22128,0,2,0,21,11,0,0,0,0,,132,7,0,0,0,0,0,2015-07-10,2017-07-27,121271,121271
22129,0,2,0,21,11,0,0,0,0,,132,7,0,0,0,0,0,2015-07-10,2017-07-27,121271,121271
22130,0,2,0,21,11,0,0,0,0,,132,7,0,0,0,0,0,2015-07-10,2017-07-27,121271,121271
22131,0,2,0,21,11,0,0,0,0,,132,7,0,0,0,0,0,2015-07-10,2017-07-27,121271,121271
22132,0,2,0,21,11,0,0,0,0,,132,7,0,0,0,0,0,2015-07-10,2017-07-27,121271,121271
22133,0,2,0,21,11,0,0,0,0,,132,7,0,0,0,0,0,2015-07-10,2017-07-27,121271,121271
22134,0,2,0,21,11,0,0,0,0,,132,7,0,0,0,0,0,2015-07-10,2017-07-27,121271,121271
