field_id,availability,stability,private,value_type,base_type,item_type,instanced,arrayed,sexed,units,main_category,encoding_id,instance_id,instance_min,instance_max,array_min,array_max,debut,version,num_participants,item_count
27164,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27165,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27166,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27167,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27168,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27169,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27170,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27171,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27172,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27173,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27174,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27175,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27176,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27177,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27178,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27179,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27180,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27181,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27182,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27183,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27184,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27185,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27186,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27187,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27188,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27189,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27190,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27191,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27192,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27193,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27194,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27195,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27196,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27197,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27198,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27199,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27200,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27201,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27202,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27203,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27204,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27205,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27206,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27207,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27208,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27209,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27210,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27211,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27212,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27213,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27214,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27215,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27216,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27217,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27218,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27219,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27220,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27221,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27222,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27223,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27224,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27225,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27226,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27227,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27228,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27229,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27230,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27231,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27232,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27233,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27234,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27235,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27236,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27237,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27238,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27239,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27240,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27241,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27242,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27243,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27244,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27245,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27246,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27247,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27248,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27249,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27250,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27251,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27252,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27253,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27254,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27255,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27256,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27257,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27258,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27259,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27260,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27261,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27262,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27263,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27264,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27265,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27266,0,2,0,31,0,0,1,0,0,mm2,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27267,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27268,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27269,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27270,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27271,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27272,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27273,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27274,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27275,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27276,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27277,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27278,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27279,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27280,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27281,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27282,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27283,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27284,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27285,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27286,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27287,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27288,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27289,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27290,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27291,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27292,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27293,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27294,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27295,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27296,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27297,0,2,0,31,0,0,1,0,0,mm,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27298,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27299,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27300,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27301,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27302,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27303,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27304,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27305,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27306,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27307,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27308,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27309,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27310,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27311,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27312,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27313,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27314,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27315,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27316,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27317,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27318,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27319,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27320,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27321,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27322,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27323,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27324,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27325,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27326,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27327,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27328,0,2,0,31,0,0,1,0,0,mm3,196,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27329,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27330,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27331,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27332,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27333,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27334,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27335,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27336,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27337,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27338,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27339,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27340,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27341,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27342,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27343,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27344,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27345,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27346,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27347,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27348,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27349,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27350,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27351,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27352,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27353,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27354,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27355,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27356,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27357,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27358,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27359,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27360,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27361,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27362,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27363,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27364,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27365,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27366,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27367,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27368,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27369,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27370,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27371,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27372,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27373,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27374,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27375,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27376,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27377,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27378,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27379,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27380,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27381,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27382,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27383,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40077,41448
27384,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27385,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27386,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27387,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27388,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27389,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27390,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27391,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27392,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27393,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27394,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27395,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27396,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27397,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27398,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
27399,0,2,0,31,0,0,1,0,0,mm2,197,0,2,2,3,0,0,2019-04-12,2020-01-06,40097,41469
